rep,id,b1,Dq,E0,betat1
7,Bretagne,1.75062635383013,1.9336052618082,685.07071923982,-0.270276882040107
8,Bretagne,1.70643530936657,1.61341837174532,928.52652233883,-0.270276882040107
9,Bretagne,1.71278632603883,2.56048881836636,1055.22659693795,-0.270276882040107
10,Bretagne,1.67269206373973,2.20677384275577,1101.68689884506,-0.270276882040107
1,Occitanie,1.9453248843906,1.3102766318476,1224.46109029408,-0.270276882040107
2,Occitanie,2.03831538218795,1.11218845708352,967.290348184445,-0.270276882040107
3,Occitanie,2.03678665367732,0.947503130776776,972.076330512893,-0.270276882040107
4,Occitanie,2.00601843187118,0.946666792475279,1090.23173204738,-0.270276882040107
5,Occitanie,1.99608443868456,0.966919726293468,1162.88358785454,-0.270276882040107
6,Occitanie,2.01199945391489,1.08998457568393,1012.13368750679,-0.270276882040107
7,Occitanie,2.01369326280019,0.902287470388683,1002.30048330442,-0.270276882040107
8,Occitanie,1.92589323051633,0.961086476458924,1291.57450056856,-0.270276882040107
9,Occitanie,2.01432796612414,0.963622456675939,1000.50110153605,-0.270276882040107
10,Occitanie,1.96111072326749,1.00817785825055,1241.76476832817,-0.270276882040107
1,PACA,2.05140110359151,1.06359520171838,917.655048476342,-0.270276882040107
2,PACA,2.10464772276742,1.1819395010231,759.742326503335,-0.270276882040107
3,PACA,2.14336754302295,0.995228387778419,709.472861997575,-0.270276882040107
4,PACA,2.08308874855956,0.900405654286734,806.70071041084,-0.270276882040107
5,PACA,2.10625334398199,0.947932702925027,730.197833606802,-0.270276882040107
6,PACA,2.0704505789614,0.949496441074306,873.636945526766,-0.270276882040107
7,PACA,2.11944154871586,0.843731727949491,754.731046022082,-0.270276882040107
8,PACA,2.08598195035615,0.885320434537264,824.265745866748,-0.270276882040107
9,PACA,2.09433307748986,1.03542535773121,859.653814899735,-0.270276882040107
10,PACA,2.11361697868146,0.909637514029543,796.763301202339,-0.270276882040107
