rep,id,initE,b1,betaw1,betaw2,betaw3,betaw4,Dq
6,Centre,263.013204164778,2.23261299972755,0.161110065171717,-0.487689029487191,-1.16650806108725,-1.42022766901036,0.362045776198671
7,Centre,311.789051660065,2.23261299972755,0.0739774337837139,-0.481570803386158,-1.0893646040494,-1.400352932576,0.362045776198671
8,Centre,363.184121818547,2.23261299972755,0.0156611650537398,-0.486291616521017,-1.12462506614024,-1.39983974484762,0.362045776198671
9,Centre,334.106466832917,2.23261299972755,0.0419062853819924,-0.429750511936627,-1.17643132507267,-1.41476404154527,0.362045776198671
10,Centre,328.669092466727,2.23261299972755,0.110630567616052,-0.485535830632674,-1.24487025508006,-1.37414847042208,0.362045776198671
1,BFC,742.509918576053,2.23261299972755,-0.172790916692932,-0.968987824596309,-1.37053608319166,-1.36974273624442,0.362045776198671
2,BFC,713.080946421899,2.23261299972755,-0.18190293488035,-1.03750638986009,-1.1423626348389,-1.42869625739937,0.362045776198671
3,BFC,689.50594123425,2.23261299972755,-0.149633785436969,-1.00838621967656,-1.26596480686263,-1.43548747266878,0.362045776198671
4,BFC,732.762298217751,2.23261299972755,-0.195114311880379,-0.938087265151482,-1.35600893744363,-1.39470103640409,0.362045776198671
5,BFC,729.731832350358,2.23261299972755,-0.178310458502814,-0.987792766886731,-1.27800291763669,-1.38673329188487,0.362045776198671
6,BFC,749.427696943158,2.23261299972755,-0.174991527071518,-1.01117483071926,-1.2598220827185,-1.43479920569012,0.362045776198671
7,BFC,709.591538760744,2.23261299972755,-0.184339031270768,-0.985849121811141,-1.21577724698451,-1.4327416223866,0.362045776198671
8,BFC,809.88600390135,2.23261299972755,-0.224864372271901,-0.934095526880813,-1.37274638017889,-1.40884169680686,0.362045776198671
9,BFC,676.121019902154,2.23261299972755,-0.173119259899801,-0.922461886019968,-1.34458139345128,-1.42959158063845,0.362045776198671
10,BFC,779.217207504109,2.23261299972755,-0.211876938497022,-0.948180568864338,-1.36947506160826,-1.38504287279348,0.362045776198671
1,Normandie,1291.87914656105,2.23261299972755,-0.0552301600925861,-0.726444715459787,-1.55250166322862,-1.40834483740585,0.362045776198671
2,Normandie,1466.89329196166,2.23261299972755,-0.0407433306834227,-0.830190964266801,-1.48553291440974,-1.45201217571784,0.362045776198671
3,Normandie,1307.2765588858,2.23261299972755,-0.0904307609036421,-0.602114506007372,-1.62226116140275,-1.44049520966938,0.362045776198671
4,Normandie,1317.37125199046,2.23261299972755,-0.0713781850818062,-0.715243387083,-1.35702666146419,-1.47742440926569,0.362045776198671
5,Normandie,1517.26239290461,2.23261299972755,-0.132787133070896,-0.665223681691868,-1.52822499101378,-1.46867957434614,0.362045776198671
6,Normandie,1388.28050495919,2.23261299972755,-0.0539056987729658,-0.753072945262317,-1.55632784211392,-1.43685890492253,0.362045776198671
7,Normandie,1380.90900867732,2.23261299972755,-0.0669507094950665,-0.726627263613612,-1.50995992655366,-1.42332015356256,0.362045776198671
8,Normandie,1487.88068548493,2.23261299972755,-0.108809000227278,-0.719312367766528,-1.47496861585336,-1.42772135973107,0.362045776198671
9,Normandie,1455.60888095924,2.23261299972755,-0.174889803618043,-0.632524229392051,-1.55077482876431,-1.42970415731974,0.362045776198671
10,Normandie,1298.66047137866,2.23261299972755,0.0291118246443287,-0.799650114313102,-1.52973170223564,-1.41963698332536,0.362045776198671
1,HDF,870.060958565287,2.23261299972755,-0.229466422603509,-0.530676913197723,-1.32360294181791,-1.39485994669533,0.362045776198671
2,HDF,951.759624993898,2.23261299972755,-0.252507204642013,-0.571264313109256,-1.34502538408753,-1.37357253031364,0.362045776198671
3,HDF,870.857713750727,2.23261299972755,-0.218887377599318,-0.605924665829005,-1.24541695928263,-1.39586808829173,0.362045776198671
4,HDF,840.897083076892,2.23261299972755,-0.191203988131388,-0.637985236493571,-1.1524743019335,-1.43710708636231,0.362045776198671
5,HDF,895.469209403044,2.23261299972755,-0.205409075289612,-0.663675352429406,-1.18242599121936,-1.41157128262112,0.362045776198671
6,HDF,904.229881660279,2.23261299972755,-0.216154935643526,-0.637825412303623,-1.1795260806693,-1.42451212072088,0.362045776198671
7,HDF,887.336006721284,2.23261299972755,-0.230473607982106,-0.601073972958531,-1.17276154987476,-1.43758534086589,0.362045776198671
8,HDF,803.473366960628,2.23261299972755,-0.162066721958837,-0.629314987242908,-1.20855666100262,-1.41627233749908,0.362045776198671
9,HDF,874.340592369563,2.23261299972755,-0.225313125650258,-0.611938141009723,-1.17006641919684,-1.43098152239555,0.362045776198671
10,HDF,915.200499686766,2.23261299972755,-0.229919951728357,-0.611965220595861,-1.20650100135069,-1.4023485288416,0.362045776198671
1,GrandEst,4307.1944109129,2.23261299972755,-0.337246092948205,-0.842570100568621,-1.65025628926079,-1.31849362945154,0.362045776198671
2,GrandEst,4313.47122717339,2.23261299972755,-0.320694264477892,-0.912590267178923,-1.50992832454951,-1.35791650958884,0.362045776198671
3,GrandEst,4335.2993283067,2.23261299972755,-0.338780367164199,-0.883269644567787,-1.54407356159199,-1.35619061942733,0.362045776198671
4,GrandEst,4363.77521588504,2.23261299972755,-0.35813526379485,-0.873160758944669,-1.51727052455487,-1.36854594509857,0.362045776198671
5,GrandEst,4249.81548765141,2.23261299972755,-0.327651705420394,-0.900744834333097,-1.5235594437404,-1.36443216545157,0.362045776198671
6,GrandEst,4268.26002612988,2.23261299972755,-0.316328747782501,-0.881911998537773,-1.6632915451747,-1.33932762925942,0.362045776198671
7,GrandEst,4359.79537155221,2.23261299972755,-0.331270458271047,-0.920936584817668,-1.50188168610619,-1.34789134685253,0.362045776198671
8,GrandEst,4330.23960453776,2.23261299972755,-0.340256426889635,-0.866106305942748,-1.5755101756506,-1.35115361421116,0.362045776198671
9,GrandEst,4255.99638168435,2.23261299972755,-0.34309683483444,-0.858650409894163,-1.60835521858675,-1.34206099706967,0.362045776198671
10,GrandEst,4341.30418041246,2.23261299972755,-0.337390272784602,-0.895154893260769,-1.53459973543565,-1.35742294424758,0.362045776198671
1,PaysLoire,113.960189815166,2.23261299972755,-0.000566577167531158,-0.531191609246066,-1.3405760641918,-1.44093530914267,0.362045776198671
2,PaysLoire,134.026379288535,2.23261299972755,-0.0245707203233634,-0.470447885817718,-1.43845346812975,-1.47275617092294,0.362045776198671
3,PaysLoire,141.39288172308,2.23261299972755,-0.0691173744648648,-0.352016934764152,-1.52648681125382,-1.43279930222999,0.362045776198671
4,PaysLoire,127.771919668499,2.23261299972755,-0.025966719051508,-0.374896109636194,-1.59979818906294,-1.41120924489718,0.362045776198671
5,PaysLoire,158.946007262041,2.23261299972755,-0.0420505254053444,-0.396005425592382,-1.53973884237909,-1.41839748786544,0.362045776198671
6,PaysLoire,201.772703002734,2.23261299972755,-0.186018526334191,-0.405661579978969,-1.40862413664331,-1.45128697639039,0.362045776198671
7,PaysLoire,90.1294632692262,2.23261299972755,0.0387841484939093,-0.465757737192238,-1.40830073457219,-1.39465070230658,0.362045776198671
8,PaysLoire,183.31919403966,2.23261299972755,-0.110769954425034,-0.414537711618369,-1.49368611262139,-1.43209609672318,0.362045776198671
9,PaysLoire,182.569693712461,2.23261299972755,-0.135720326931324,-0.440900483301087,-1.39834855846308,-1.43927955214303,0.362045776198671
10,PaysLoire,140.347594868977,2.23261299972755,-0.0146971929077731,-0.450222526053338,-1.51020199699673,-1.43643029747323,0.362045776198671
1,Bretagne,65.1462219989773,2.23261299972755,-0.665819902888129,-0.808094463210948,-1.19932144303694,-1.53994383044163,0.362045776198671
2,Bretagne,71.8088599257626,2.23261299972755,-0.688634081855041,-0.757619692129192,-1.24324621891906,-1.47471203906445,0.362045776198671
3,Bretagne,85.748480601112,2.23261299972755,-0.753578119397309,-0.667734997248074,-1.38036208439579,-1.47341646586203,0.362045776198671
4,Bretagne,81.4457394021566,2.23261299972755,-0.735223329966544,-0.723378349052157,-1.16393570545532,-1.49384301728,0.362045776198671
5,Bretagne,59.5296863894268,2.23261299972755,-0.621120622708697,-0.74736431804166,-1.36338979037949,-1.49274631447556,0.362045776198671
6,Bretagne,82.7209411602967,2.23261299972755,-0.773326574388447,-0.782206262828507,-1.10860687623664,-1.5290285800342,0.362045776198671
7,Bretagne,100.050486131665,2.23261299972755,-0.787997162744247,-0.669146277275552,-1.31700061908023,-1.4921015539637,0.362045776198671
8,Bretagne,88.0051342610623,2.23261299972755,-0.772154260205785,-0.635057771520327,-1.36003507016363,-1.48483271175027,0.362045776198671
9,Bretagne,93.5364220773566,2.23261299972755,-0.887952701138534,-0.599619137181398,-1.35272026259321,-1.44506832227996,0.362045776198671
10,Bretagne,59.2742760511479,2.23261299972755,-0.653024754909298,-0.732389760169063,-1.27814553586513,-1.46828916260629,0.362045776198671
1,NAquitaine,418.689526632596,2.23261299972755,0.0879450862982007,-0.945197699894838,-1.34865246925674,-1.48068866714121,0.362045776198671
2,NAquitaine,401.634472918472,2.23261299972755,0.110027240970873,-0.972949845567264,-1.33867020742543,-1.50799540825115,0.362045776198671
3,NAquitaine,439.152830876639,2.23261299972755,0.0941758382626123,-1.0839842311208,-1.2584826080679,-1.49332217118716,0.362045776198671
4,NAquitaine,329.852014909248,2.23261299972755,0.127487429993296,-0.919088321280244,-1.22863241904877,-1.52845991414924,0.362045776198671
5,NAquitaine,428.003570761398,2.23261299972755,0.0338986142073678,-0.835860284704929,-1.43447286007772,-1.51350584187388,0.362045776198671
6,NAquitaine,382.016179104408,2.23261299972755,0.0850357927538689,-0.904894381653845,-1.30382610915036,-1.51534353633949,0.362045776198671
7,NAquitaine,445.951524828181,2.23261299972755,0.0483244044015554,-0.940229984034536,-1.43329765370281,-1.45137993381586,0.362045776198671
8,NAquitaine,361.22304406607,2.23261299972755,0.0864646208394425,-0.875937624080446,-1.26179124083438,-1.50369834433055,0.362045776198671
9,NAquitaine,434.944611197795,2.23261299972755,-0.00531533877554926,-0.858009361454492,-1.2548791121304,-1.52833530552701,0.362045776198671
10,NAquitaine,453.131175589731,2.23261299972755,0.0312079735987668,-0.889411525228106,-1.38616980002807,-1.53765482226287,0.362045776198671
1,Occitanie,407.58066576268,2.23261299972755,-0.212426588799265,-0.710949646886697,-1.6407518387839,-1.45736959189313,0.362045776198671
2,Occitanie,342.687557961629,2.23261299972755,-0.107908809482089,-0.696594927762807,-1.74654042489642,-1.46781192310929,0.362045776198671
3,Occitanie,350.050735457394,2.23261299972755,-0.154407241311322,-0.722792230855865,-1.69146979457769,-1.42798237751212,0.362045776198671
4,Occitanie,366.507942838261,2.23261299972755,-0.106826731898835,-0.848501934061824,-1.57192515508815,-1.48185831281464,0.362045776198671
5,Occitanie,328.535008334689,2.23261299972755,-0.102284563769195,-0.814641890403159,-1.59869983942007,-1.44997123521272,0.362045776198671
6,Occitanie,344.479088133739,2.23261299972755,-0.12788053918721,-0.836455652818505,-1.46248084639814,-1.48857209360589,0.362045776198671
7,Occitanie,346.488412446152,2.23261299972755,-0.126282559767805,-0.753933030777069,-1.71396567085854,-1.45352899473945,0.362045776198671
8,Occitanie,303.367373100039,2.23261299972755,-0.0798168797601193,-0.760860629345393,-1.61600849636249,-1.46858847949077,0.362045776198671
9,Occitanie,365.33825385882,2.23261299972755,-0.115032961657093,-0.816243838827337,-1.60500394065361,-1.47613918701995,0.362045776198671
10,Occitanie,355.651500782892,2.23261299972755,-0.129013511300743,-0.76332270717159,-1.64252335952873,-1.4472967115845,0.362045776198671
1,AURA,1325.37411619592,2.23261299972755,-0.197253209337267,-0.570183571233153,-1.56909286267839,-1.3916694711326,0.362045776198671
2,AURA,1358.831121404,2.23261299972755,-0.211448996151878,-0.574015123195982,-1.5373897028608,-1.39305369910081,0.362045776198671
3,AURA,1338.63982501331,2.23261299972755,-0.192951701956305,-0.578537195340908,-1.50710612116033,-1.38974145699093,0.362045776198671
4,AURA,1356.11218107784,2.23261299972755,-0.223204903530368,-0.562605234819935,-1.4575587981218,-1.41592472893054,0.362045776198671
5,AURA,1274.39668485671,2.23261299972755,-0.206503454867584,-0.521753755639634,-1.57978487178237,-1.3957463258322,0.362045776198671
6,AURA,1260.80423546629,2.23261299972755,-0.153269433987645,-0.575068635902731,-1.53898630761226,-1.39399370090117,0.362045776198671
7,AURA,1304.46569926329,2.23261299972755,-0.184613592870214,-0.546607669585187,-1.53665986979486,-1.40865641463476,0.362045776198671
8,AURA,1322.07873231577,2.23261299972755,-0.209232852731121,-0.527849417026967,-1.58128330787073,-1.40830217602241,0.362045776198671
9,AURA,1393.75949490375,2.23261299972755,-0.236747904533923,-0.575984588193333,-1.47117773203302,-1.41793669425058,0.362045776198671
10,AURA,1299.26420336948,2.23261299972755,-0.199946052898251,-0.552320759842006,-1.53636218224909,-1.39891116643657,0.362045776198671
1,PACA,658.815169776021,2.23261299972755,-0.226032611331885,-0.716761082080104,-1.23877539526284,-1.35447268386044,0.362045776198671
2,PACA,570.469988550306,2.23261299972755,-0.155076851807861,-0.750168873364285,-1.17522440327669,-1.37490051028283,0.362045776198671
3,PACA,553.472146398519,2.23261299972755,-0.173497927239911,-0.679530874562096,-1.23031788217116,-1.38072000031882,0.362045776198671
4,PACA,627.030288913805,2.23261299972755,-0.222317588214887,-0.708590470653544,-1.13567524854882,-1.38905637055427,0.362045776198671
5,PACA,615.754695395795,2.23261299972755,-0.199940750903187,-0.712629565039757,-1.18561584604005,-1.38035922877296,0.362045776198671
6,PACA,614.536411786553,2.23261299972755,-0.218210771691248,-0.750700057234604,-1.14371159622636,-1.35758326125285,0.362045776198671
7,PACA,661.842350785786,2.23261299972755,-0.232589283299405,-0.665617772254774,-1.32551996847483,-1.34349758129601,0.362045776198671
8,PACA,680.499880642349,2.23261299972755,-0.244744968848719,-0.700871060993426,-1.20030206251945,-1.36851206373637,0.362045776198671
9,PACA,625.684689165123,2.23261299972755,-0.169657855017741,-0.803084648465324,-1.10026702791799,-1.39326064039964,0.362045776198671
10,PACA,625.458913644063,2.23261299972755,-0.18951088434134,-0.764269754515469,-1.0813333952269,-1.40944513320381,0.362045776198671
