rep,id,eta_b1,eta_Dq,eta_E0,eta_A0,eta_beta
1,Occitanie,0.0189826105722158,-0.739922360820993,-0.53256687503983,0.298174852626481,0
2,Occitanie,0.0436384232577314,-0.8360009936955,-0.589360749695783,0.156439512546247,0
3,Occitanie,0.0262777536423413,-1.19256943077379,-0.435904578008219,0.003665690926202,0
4,Occitanie,-0.0275108652956685,-1.2551872148006,-0.426175630612455,0.474585325610004,0
5,Occitanie,-0.00353919406378991,-0.774612869948563,-0.551408637240782,0.415945744653883,0
6,Occitanie,0.00505640549496113,-1.11903903311209,-0.167781230344957,-0.0869875527956529,0
7,Occitanie,-0.00278041378940849,-0.813236033297382,-0.194058819447719,0.0877578668442225,0
8,Occitanie,0.00765917454420933,-0.889026973435633,-0.552777572249779,0.353792955784336,0
9,Occitanie,0.0600116039670611,-0.978078899425872,-1.03865313239902,0.409344477225003,0
10,Occitanie,0.0105249940030937,-0.852711420684511,-0.920953135559784,0.596474633061019,0
1,PACA,0.0124254892935946,-0.790764742157997,-1.65609155297178,0.950023357448101,0
2,PACA,0.0453915095978171,-0.793284592948362,-0.339283158463363,0.0976923870007976,0
3,PACA,0.0221791484445567,-0.650658811523149,-1.11118408282199,0.754691359246845,0
4,PACA,-0.005499087170409,-0.566617652145271,-1.12631373081164,0.903111390956082,0
5,PACA,0.0401230768131483,-1.0404541746752,-1.3643254745603,0.704995926813459,0
6,PACA,0.00784763391385746,-0.570123398307379,-2.04115418516557,0.999503008845193,0
7,PACA,0.0382449170043261,-0.643917876827146,-0.477040438444044,0.341613133291326,0
8,PACA,0.0335704448276663,-0.573336020013621,-0.804056031102616,0.622328927779947,0
9,PACA,0.0082867192859976,-0.671664321810633,-1.30275457471481,0.890941947153015,0
10,PACA,0.047026628464092,-0.769943010011439,-1.51197349724357,0.728636564087803,0
