rep,id,eta_b,eta_Dq,eta_E0,eta_A0,eta_De
8,HDF,-0.0536407593614511,1.08875855956335,1.36675208873463,-1.19028834138068,-0.515848097898287
9,HDF,-0.0458770166971604,1.16452042450329,1.66016866622417,-1.67148096128031,-0.270837412179722
10,HDF,-0.0768282554269596,1.02328626690182,1.03753909523244,-0.782973482860212,-1.06453426437398
1,GrandEst,0.0338400309793097,0.997152575134726,-0.214368329053496,1.0742607472779,0.658370223072369
2,GrandEst,-0.00011541049971324,0.899614592139069,-0.0820547090102286,0.914562492005217,0.374140681952757
3,GrandEst,0.172154863724783,0.982155220521695,0.591354507110061,1.25060201384842,1.28593537607612
4,GrandEst,0.178236251942596,1.01431225574582,0.0453248556519588,1.38151374776762,1.35532831664054
5,GrandEst,0.0429243886246383,0.997173042816508,0.170445292065441,1.15901907192775,0.755386413405857
6,GrandEst,0.0244563797401855,0.932283735568683,-0.182299150046721,0.952993951873862,0.529136760108908
7,GrandEst,0.171652167904247,0.937776366451181,0.0501364429463401,1.32288569896063,1.30641839900867
8,GrandEst,0.164456932626661,0.958295070225785,0.701778915665587,1.37525765286366,1.33135893267779
9,GrandEst,0.0397056546553241,1.00058360968361,0.148156004063808,1.05858746751948,0.712331613068495
10,GrandEst,0.0327429145408804,0.994781092766336,0.152742504801772,1.01828669271946,0.644129529228564
1,PaysLoire,-0.104414046457692,-2.40000471665223,0.0366239431809145,1.17507630843561,-0.38223732901388
2,PaysLoire,-0.0436676482242474,-2.14145075344486,-0.758885729398019,1.29364571516655,0.399373194546972
3,PaysLoire,-0.134918063185693,-2.34710551002448,0.360829612116993,1.20342024478115,-0.498196629123323
4,PaysLoire,-0.0822064055088626,-2.3070493300082,-0.654462249666366,1.05922286656426,-0.202587134381161
5,PaysLoire,-0.0397300786521477,-1.67586541823716,0.813166870611571,1.06579266834901,0.21978315655963
6,PaysLoire,-0.145040437369408,-2.95751575061438,-0.422530997464398,1.30872370928776,-0.657779556145843
7,PaysLoire,-0.0932326716007822,-1.97556992698424,-0.129349652698876,1.14460686217181,-0.165119920786983
8,PaysLoire,-0.0529806349546395,-2.45268615273373,0.400235090183987,1.25755900902979,0.242397398611544
9,PaysLoire,-0.0881522666361372,-2.46315136404831,-0.393721486366606,1.08908202702078,-0.233922385128663
10,PaysLoire,-0.112922598535082,-2.29873665372157,-0.0930686408588769,0.809496170030472,-1.00093265747533
1,Bretagne,-0.0893507565647994,1.21525074716527,0.38441652467461,-0.940068249773282,-0.491581581380564
2,Bretagne,-0.138785019035068,1.32371613177348,-0.637136519139284,-0.34291867857199,-1.30220559650704
3,Bretagne,-0.131844801396776,1.22374303297958,-0.0569874826175627,-0.321142637717912,-0.872616053506789
4,Bretagne,-0.0493835293987503,1.23067826845584,1.41934538646933,-0.725321894438224,0.526278421556055
5,Bretagne,-0.104512016303976,1.28000845755904,0.284301508663304,-0.816333112404568,-0.693294916998968
6,Bretagne,-0.123480162884526,1.11145179392773,-0.449078492313809,-0.532020457921988,-1.18507684601922
7,Bretagne,-0.127903638400476,0.978862507031879,-0.42674677113954,-0.448611217807666,-1.22283976113017
8,Bretagne,-0.062942227167852,1.19532425313739,0.796631003464256,-0.816143786619319,0.0838280827462374
9,Bretagne,-0.0569945879552468,1.60443376387687,0.749588560656734,-0.932989341922985,-0.00749275039023821
10,Bretagne,-0.117107151961052,1.38064595669785,0.444699090913651,-0.515242726922821,-0.424770136333734
1,Occitanie,0.0272116039324188,-1.18439597756429,0.398033808733264,-0.307030689349507,0.124437730438292
2,Occitanie,-0.0249177647526762,-0.634539019174796,0.121813345384529,-0.436693174320459,-0.517165371174128
3,Occitanie,0.117966718000863,-0.335684675789321,-0.144575809715628,0.12358302048905,0.801433890771239
4,Occitanie,0.0775218416357639,-0.698304047237799,-0.403434573198841,-0.154363728929054,0.384135991931073
5,Occitanie,0.0190026129711726,-0.833590164793472,-0.44642718984189,-0.0783429805671973,0.0526657372253902
6,Occitanie,0.00407024206229113,-1.00611501185614,-0.763019457293738,-0.155944875635932,-0.15208224900666
7,Occitanie,0.116109332473816,-0.848533995821554,0.908672396250803,-0.532555836996297,0.640672114205389
8,Occitanie,0.0900471940611958,-0.787762573052774,0.0937932803650437,-0.302972087196086,0.448822160484233
9,Occitanie,0.00701565540017338,-0.726964607093289,-0.392795522066901,-0.207397255773293,-0.12694696283106
10,Occitanie,-0.0278319098355101,-0.387210522008869,-0.708386088059077,-0.128909904802033,-0.404265664111872
1,PACA,0.105904462953122,-0.242050080928757,-0.983198090837549,0.359298026938049,0.753261728449858
2,PACA,0.0746113263425669,-0.17958549121761,-1.20606612049964,0.331953341475285,0.533232895019029
3,PACA,0.0523023325434971,-0.237754847263492,-1.57371007188109,0.149819730471769,0.285398223658217
4,PACA,0.108427415053784,-0.125016170962825,-1.27683660750571,0.342665904183844,0.704282215932592
5,PACA,0.07698946294314,-0.329553248279343,-0.75503065104101,0.212017553871495,0.490729992860902
6,PACA,0.0851725028104147,-0.446768384120015,-0.989695955793652,0.140552996342885,0.4830693939002
7,PACA,0.0255593971961239,-0.166111385234536,-1.23201826455994,0.167191145062358,0.107655074508589
8,PACA,0.0426539751336996,-0.481378347084914,-0.836654461710305,0.154695823629218,0.245822052592131
9,PACA,0.0449023378687361,-0.300049264578466,-0.42438052047027,0.184520613724068,0.307930184453507
10,PACA,0.0793225923899216,-0.311524180136512,-0.880885089339051,0.0459214289133359,0.383932116706697
1,Corse,-0.225118570868419,-4.81990395893145,-0.10717647611586,-0.730192584219786,-0.240116301082935
2,Corse,-0.235161392327889,-3.07179030855589,-0.151880414654251,-0.796341167570673,-0.529652564836054
3,Corse,-0.269013352866956,-4.06924314426489,0.758479491182739,-0.658714281904331,0.685285550065321
4,Corse,-0.244901969489469,-2.93931354858259,-0.302600498306554,-0.675243620889412,-0.624328809576917
5,Corse,-0.226624102038795,-5.28221252715269,-0.65338867533491,-0.550450424606221,-0.516121298754915
6,Corse,-0.220743239875351,-2.92445520970404,-0.145416727529141,-0.697605937024985,-0.280889855468758
7,Corse,-0.25894846365227,-2.40276392058846,0.733976004404673,-0.52860341181189,0.860814084958751
8,Corse,-0.275123777766256,-3.11474908079895,-0.36153343445795,-0.460555340469496,-0.530503850465959
9,Corse,-0.233872635532603,-4.1574300291684,-0.054586617054386,-0.850169962074944,-0.253707624467421
10,Corse,-0.252627806647466,-4.42833513841454,-1.03514614391477,-0.491466253400851,-1.67301650227127
