ID date B Bmin Bmax 
'Normandie' '2020-03-26' 5.594137e-01 2.796704e-01 1.118973e+00
'Normandie' '2020-03-24' 5.376497e-01 2.667681e-01 1.083590e+00
'Normandie' '2020-03-24' 5.475771e-01 2.692685e-01 1.113538e+00
'Normandie' '2020-03-24' 5.810741e-01 2.838109e-01 1.189690e+00
'Normandie' '2020-03-25' 5.779985e-01 2.808511e-01 1.189535e+00
'Normandie' '2020-03-28' 5.542042e-01 2.673682e-01 1.148761e+00
'Normandie' '2020-03-25' 5.382248e-01 2.572973e-01 1.125880e+00
'Normandie' '2020-04-02' 5.382635e-01 2.508177e-01 1.155132e+00
'Normandie' '2020-03-25' 5.381898e-01 2.446529e-01 1.183915e+00
'Normandie' '2020-03-25' 5.382614e-01 2.388843e-01 1.212827e+00
'Normandie' '2020-03-27' 5.382829e-01 2.333904e-01 1.241475e+00
'Normandie' '2020-03-25' 5.381441e-01 2.280994e-01 1.269618e+00
'Normandie' '2020-03-27' 5.380843e-01 2.230909e-01 1.297833e+00
'Normandie' '2020-03-25' 5.379305e-01 2.182727e-01 1.325723e+00
'Normandie' '2020-03-25' 5.377594e-01 2.141041e-01 1.350676e+00
'Normandie' '2020-03-25' 5.377594e-01 2.141041e-01 1.350676e+00
'HDF' '2020-03-26' 2.159965e+00 2.030153e+00 2.298077e+00
'HDF' '2020-03-29' 2.159539e+00 1.758266e+00 2.652392e+00
'HDF' '2020-03-26' 2.159049e+00 1.625219e+00 2.868226e+00
'HDF' '2020-04-03' 2.158309e+00 1.528491e+00 3.047645e+00
'HDF' '2020-03-26' 2.156257e+00 1.450308e+00 3.205834e+00
'HDF' '2020-03-26' 2.153282e+00 1.384586e+00 3.348743e+00
'HDF' '2020-03-28' 2.134461e+00 1.319558e+00 3.452613e+00
'HDF' '2020-03-26' 2.102498e+00 1.257360e+00 3.515697e+00
'HDF' '2020-03-28' 2.090301e+00 1.218839e+00 3.584854e+00
'HDF' '2020-03-26' 2.087700e+00 1.200043e+00 3.631947e+00
'HDF' '2020-03-26' 2.044369e+00 1.173791e+00 3.560637e+00
'HDF' '2020-03-26' 2.026277e+00 1.175165e+00 3.493806e+00
'HDF' '2020-03-27' 1.969759e+00 1.163893e+00 3.333595e+00
'HDF' '2020-03-30' 1.862294e+00 1.117423e+00 3.103693e+00
'HDF' '2020-03-27' 2.019369e+00 1.231011e+00 3.312602e+00
'HDF' '2020-04-04' 2.102746e+00 1.318165e+00 3.354314e+00
'HDF' '2020-03-27' 1.914585e+00 1.213279e+00 3.021264e+00
'HDF' '2020-03-27' 1.789535e+00 1.135055e+00 2.821393e+00
'HDF' '2020-03-29' 1.777287e+00 1.131523e+00 2.791590e+00
'HDF' '2020-03-27' 1.602072e+00 1.027323e+00 2.498373e+00
'HDF' '2020-03-29' 1.364949e+00 8.766710e-01 2.125182e+00
'HDF' '2020-03-27' 1.368394e+00 8.810536e-01 2.125300e+00
'HDF' '2020-03-27' 1.394690e+00 9.094924e-01 2.138731e+00
'HDF' '2020-03-27' 1.267229e+00 8.322517e-01 1.929549e+00
'HDF' '2020-03-28' 1.166232e+00 7.707966e-01 1.764534e+00
'HDF' '2020-03-31' 1.166480e+00 7.764701e-01 1.752387e+00
'HDF' '2020-03-28' 1.006500e+00 6.746499e-01 1.501581e+00
'HDF' '2020-04-05' 7.692502e-01 5.137046e-01 1.151919e+00
'HDF' '2020-03-28' 7.068456e-01 4.673781e-01 1.069008e+00
'HDF' '2020-03-28' 7.134799e-01 4.685745e-01 1.086388e+00
'HDF' '2020-03-30' 7.101465e-01 4.644632e-01 1.085787e+00
'HDF' '2020-03-28' 7.292002e-01 4.760630e-01 1.116938e+00
'HDF' '2020-03-30' 8.035571e-01 5.255460e-01 1.228635e+00
'HDF' '2020-03-28' 7.408975e-01 4.866552e-01 1.127963e+00
'HDF' '2020-03-28' 5.866593e-01 3.835407e-01 8.973472e-01
'HDF' '2020-03-28' 5.661699e-01 3.660187e-01 8.757705e-01
'HDF' '2020-03-29' 6.238090e-01 4.000316e-01 9.727673e-01
'HDF' '2020-04-01' 6.757751e-01 4.319611e-01 1.057206e+00
'HDF' '2020-03-29' 7.009456e-01 4.482163e-01 1.096178e+00
'HDF' '2020-04-06' 7.252180e-01 4.644011e-01 1.132515e+00
'HDF' '2020-03-29' 6.588279e-01 4.220943e-01 1.028335e+00
'HDF' '2020-03-29' 5.577753e-01 3.548573e-01 8.767281e-01
'HDF' '2020-03-31' 4.839702e-01 3.040481e-01 7.703622e-01
'HDF' '2020-03-29' 4.713893e-01 2.916587e-01 7.618764e-01
'HDF' '2020-03-31' 5.262268e-01 3.214517e-01 8.614503e-01
'HDF' '2020-03-29' 5.872016e-01 3.561482e-01 9.681526e-01
'HDF' '2020-03-29' 6.107778e-01 3.693086e-01 1.010130e+00
'HDF' '2020-03-29' 5.957638e-01 3.593777e-01 9.876363e-01
'HDF' '2020-03-30' 5.381812e-01 3.229678e-01 8.968046e-01
'HDF' '2020-04-02' 5.190739e-01 3.086716e-01 8.728946e-01
'HDF' '2020-03-30' 5.424377e-01 3.198209e-01 9.200108e-01
'HDF' '2020-04-07' 5.520631e-01 3.232524e-01 9.428349e-01
'HDF' '2020-03-30' 5.544736e-01 3.225132e-01 9.532666e-01
'HDF' '2020-03-30' 5.459024e-01 3.154304e-01 9.447708e-01
'HDF' '2020-04-01' 5.211752e-01 2.987365e-01 9.092414e-01
'HDF' '2020-03-30' 4.913631e-01 2.788267e-01 8.659058e-01
'HDF' '2020-04-01' 4.864301e-01 2.728464e-01 8.672069e-01
'HDF' '2020-03-30' 4.982591e-01 2.764599e-01 8.980042e-01
'HDF' '2020-03-30' 5.100033e-01 2.802039e-01 9.282646e-01
'HDF' '2020-03-30' 5.319451e-01 2.897813e-01 9.764798e-01
'HDF' '2020-03-31' 5.284839e-01 2.858368e-01 9.771143e-01
'HDF' '2020-04-03' 5.068942e-01 2.718066e-01 9.453107e-01
'HDF' '2020-03-31' 4.842369e-01 2.570158e-01 9.123384e-01
'HDF' '2020-04-08' 4.871243e-01 2.556062e-01 9.283422e-01
'HDF' '2020-03-31' 5.347954e-01 2.779454e-01 1.029001e+00
'HDF' '2020-03-31' 5.782708e-01 2.989519e-01 1.118565e+00
'HDF' '2020-04-02' 6.032075e-01 3.109342e-01 1.170213e+00
'HDF' '2020-03-31' 5.866611e-01 3.017224e-01 1.140688e+00
'HDF' '2020-04-02' 5.613880e-01 2.871222e-01 1.097639e+00
'HDF' '2020-03-31' 5.554732e-01 2.820879e-01 1.093809e+00
'HDF' '2020-03-31' 5.593041e-01 2.821093e-01 1.108865e+00
'HDF' '2020-03-31' 5.593041e-01 2.821093e-01 1.108865e+00
'Grand-Est' '2020-04-01' 2.159965e+00 2.030153e+00 2.298077e+00
'Grand-Est' '2020-04-04' 2.159481e+00 1.758219e+00 2.652320e+00
'Grand-Est' '2020-04-01' 2.158710e+00 1.624973e+00 2.867758e+00
'Grand-Est' '2020-04-09' 2.158674e+00 1.528869e+00 3.047921e+00
