rep,id,eta_b1,eta_b2,eta_Dq,eta_E0,eta_A0
6,BFC,-0.0768600572872374,0.00783666140497833,-0.168508876934867,-0.953352202961049,0.821370458856479
7,BFC,-0.117621359583007,0.0131110614643782,-0.259358043143374,-1.02744908065399,0.955534615909351
8,BFC,-0.0700466584130674,-0.00309826706636027,-0.278296406126597,-0.788075720716841,0.717578431321083
9,BFC,-0.0165964302850457,-0.0192709938602417,-0.12809086208859,-0.54511128825159,0.421303916477402
10,BFC,-0.00889437642290832,0.0162435994639502,-0.503133241211973,-0.603914024626236,0.267229186740414
1,Normandie,-0.04353395542145,0.294781379647386,1.3757687952015,1.86764534744927,-0.141774686685149
2,Normandie,-0.106825426140585,0.345823817582027,1.69217660733245,1.82105427108819,0.748176935757419
3,Normandie,-0.493682590942437,0.331001225088882,1.51797068779952,1.79097614875643,2.17276235869436
4,Normandie,0.0265264711122828,0.175175775021093,1.5908283023931,1.92714415205961,-1.24972399579272
5,Normandie,-0.0512149534674778,0.234051611608071,1.33410891432722,1.84901002748877,0.628832217292559
6,Normandie,0.0864351362896647,0.232492018933873,1.45534237450975,1.80974452420689,-0.24283175166159
7,Normandie,-0.252419604165193,0.280246414572345,1.72112796565168,1.33591850463937,2.33419571235888
8,Normandie,-0.00845786964529333,0.197961955769388,1.5439391239871,1.82167885951878,-0.0271512781214912
9,Normandie,-0.00169276939807682,0.233935841262455,1.63866747038696,1.94706974581029,-0.658463732473712
10,Normandie,-0.134890294802698,0.21969034453213,1.14296839097656,1.79901475793337,1.00003958292437
1,HDF,-0.259238186975255,0.459160881794718,0.944274974623888,1.60801808025795,-2.03386105612673
2,HDF,-0.258016518074482,0.482402891406027,0.990351819683323,1.46532398343848,0.204010096398958
3,HDF,-0.30747840880823,0.415517023103065,0.931455533594094,1.53223776201607,0.780131763142844
4,HDF,-0.280701869878892,0.48824766789836,0.878955094931936,1.55002473610565,0.082669925901263
5,HDF,-0.276284561471609,0.493602230975176,0.801408586332243,1.60099251039043,-1.61049301548579
6,HDF,-0.210400729953028,0.423030906205177,1.08951003752231,1.52633065958134,-1.84115280527241
7,HDF,-0.281598633318352,0.450687382835847,0.856406671710757,1.48433940891043,0.466456126798464
8,HDF,-0.256943074529085,0.477837808336865,0.808279355364783,1.51021988206329,0.00594229416900055
9,HDF,-0.293582825103294,0.420601460894081,0.894129129073398,1.64581078823223,0.0687887647273428
10,HDF,-0.247368911451164,0.402807421704373,1.07346537468262,1.56828001811416,-0.0856919944582814
1,GrandEst,0.0772433843935779,-0.0417367487290083,0.937434276246643,-0.577936193306217,1.65581827908812
2,GrandEst,0.101243590363211,-0.0186159765258171,1.02266152963758,-0.389779629111874,1.47558994541324
3,GrandEst,0.0657794102898072,0.0262755823931475,0.990162972122222,-0.00898578651987905,1.51700557709449
4,GrandEst,0.080822945129115,-0.0171650179263308,0.952180402393661,-0.741384505511032,1.62519151718737
5,GrandEst,0.0943969351690345,-0.0319120053758997,0.934494224870841,-0.31693792784297,1.52609659972085
6,GrandEst,0.0749646091450205,-0.0351397512003841,1.02700325889837,-0.307908423314202,1.58740479650183
7,GrandEst,0.111044552823723,-0.0584325537207838,0.961208079788504,-0.137407286381068,1.41068827667588
8,GrandEst,0.0844399182530029,0.00603203023264048,0.946001275490777,-0.541632908816657,1.5871596248834
9,GrandEst,0.0928257142450618,-0.00249858245188688,1.0074063792972,-0.781877464518451,1.61254253047653
10,GrandEst,0.112708328149386,-0.0557681017246486,0.968060904230097,-0.269608425913103,1.40720013456231
1,PaysLoire,-0.0799757328936348,0.0532494026137972,-3.65869322786369,1.13952406919273,1.00053039236476
2,PaysLoire,-0.0191149950145166,-0.171454411341916,-1.67566419211343,1.16937737558095,1.09899797672671
3,PaysLoire,-0.0992589132577306,-0.0227679771986322,-1.81868371334365,1.70301555121778,-1.00067039388186
4,PaysLoire,0.127377417108794,-0.245092295928298,-1.78785491320827,0.763499812716718,0.733317246897361
5,PaysLoire,-0.0554793317450577,-0.138502704101738,-1.16505647834917,1.05372059799478,1.41010094081837
6,PaysLoire,-0.0394337734234853,0.0441269808532942,-2.7030975198492,1.41046564702935,-0.61162747111273
7,PaysLoire,-0.0960044188465875,-0.165062326605648,-2.03217941041935,1.65774777016613,-0.882698267010353
8,PaysLoire,-0.0636600112470961,-0.152194996558707,-3.89781163760715,1.35663746575945,0.901228396026812
9,PaysLoire,-0.102983688364101,-0.0967734760613668,-2.32855744632365,1.20928114664583,1.41339710006344
10,PaysLoire,-0.159004497836895,0.016859264569319,-2.14463111740641,1.73225757379387,-0.649919447146575
1,Bretagne,-0.108928826002994,-0.0897758381570823,1.15866460970678,0.429580704983983,-0.705091224355503
2,Bretagne,0.00248309023841178,-0.324334384323428,1.44777332658311,0.393576925308804,-1.33746853486721
3,Bretagne,-0.0937652040019868,-0.0271112137318858,1.30728826194771,0.51427162797145,-1.43645813106355
4,Bretagne,-0.121815254867036,-0.0264121341461419,1.16838329778332,0.593163786210737,-1.34088797658244
5,Bretagne,-0.051472346080744,0.0182510727733368,0.896561654712161,0.167911776098401,-0.606019480890112
6,Bretagne,-0.0537561987139374,-0.0757719531180835,1.09375196408134,0.375822840475477,-1.87071333852357
7,Bretagne,-0.075112583950824,-0.173604157609658,1.34512852734213,0.474015269850542,-0.603002797467028
8,Bretagne,-0.0952784554896744,-0.0463988560939445,1.42792144941275,0.593875989178043,-1.66659750512956
9,Bretagne,-0.129777716820837,0.0322193797467628,1.15374938489999,0.456392337531047,-0.719599806586468
10,Bretagne,0.0122418345950549,-0.231877396165368,1.41927394059544,0.349269667852815,-1.94676076232932
1,Occitanie,0.0909265890627259,0.0700527472765426,-0.652418250976964,0.277918872640361,-0.339995603263433
2,Occitanie,0.0311443710165249,0.145992117666123,-0.463366763825664,-0.3306791757288,0.716524911511035
3,Occitanie,0.0318697642662823,-0.0756219542470156,-0.292946446900517,-0.919476413309247,1.09089817481147
4,Occitanie,0.116573656980738,0.0314514211940165,-0.528932114861259,-0.380220686319063,0.306470715566004
5,Occitanie,0.0709063765659479,-0.0315381573728196,-0.69086798039546,0.0852590459427829,0.213617206673598
6,Occitanie,0.0517286166285189,0.278788118900813,-0.558089030372965,-0.602769105561967,0.586560412689337
7,Occitanie,0.0916370399412253,0.139276457775483,-0.647280423526052,-0.952623024363002,0.71125248759821
8,Occitanie,0.0812823868440141,0.13428549488014,-0.499269418935781,-0.327310296755572,0.397502356773928
9,Occitanie,0.112621402594431,0.104824035669643,-0.529235433240022,-0.957616347793859,0.649098949660444
10,Occitanie,0.0875885712583674,0.121875110384635,-1.04687115824969,-0.167998510778983,0.175521446050777
1,PACA,-0.033478758979474,0.205260814923662,-0.430922196571864,-0.896891482686674,1.34315547925571
2,PACA,0.0398249328414559,0.215250213045138,-0.321970925950724,-1.48694491542859,1.12686113433193
3,PACA,-0.0165616207590315,0.270022720785772,-0.496187049259432,-1.00914314553971,1.2556644626403
4,PACA,0.0408681730828801,0.107467934923405,-0.236569612462724,-1.759659484182,1.19738171649698
5,PACA,0.0144367549647138,0.158769471067305,-0.486486461209544,-1.79603810876271,1.25644943305045
6,PACA,0.00834350787516847,0.246776032213279,-0.489441574240473,-1.64301721626169,1.21932252188952
7,PACA,0.0401514535134712,0.172198295127547,-0.514497803208528,-1.47247187336698,1.16988251046003
8,PACA,-0.0111677142306403,0.216237147630231,-0.527064479622409,-1.18047268705514,1.27064721234369
9,PACA,0.00147332194994723,0.210501695278909,-0.420155662051154,-0.873123782032911,1.17924240640512
10,PACA,0.0342309222541637,0.249866976328147,-0.433704937184784,-1.42930246065157,1.15323464226287
1,Corse,-0.458413987264662,-1.13448113890636,-2.56068844959054,0.0425374257095172,-2.19652743455434
2,Corse,-0.519281729925811,-1.00409120905868,-3.38191402253237,0.0146305456811681,-1.61195572295282
3,Corse,-0.412809683890142,-1.2362192381191,-3.61967149428064,-0.0317424039496611,-1.67826691713281
4,Corse,-0.521393617843667,-0.747875033107291,-4.00746926049375,0.00726170695375022,-2.86723372678321
5,Corse,-0.477780371659912,-1.31911893490244,-3.12442482100108,-0.113705784259406,-1.0649267480948
6,Corse,-0.541406694202429,-0.829218958023202,-4.11441334554804,-0.148105716641534,-0.705191924631131
7,Corse,-0.530355975903221,-1.29183682907021,-3.09324289678938,-0.0109188967675163,-0.990753877496504
8,Corse,-0.418129781763086,-0.838437004465182,-4.87050122643413,-0.241484078531209,-1.19948237599199
9,Corse,-0.374091081800798,-1.39007457745543,-3.49402371845457,-0.047765361415754,-1.98522951962786
10,Corse,-0.501204173024719,-0.834598863866372,-2.48580510663021,-0.0378195897353234,-1.10649772672555
