rep,id,b1,Dq,E0,betat1,eta_b1,eta_Dq,eta_E0,eta_betat1
4,4,0.900048490205577,1.47553065032874,5.35158839100716,-0.270276882040107,0.184670896643849,1.35743349253132,-1.53533936248664,0
5,4,0.931209146925939,1.58419791498674,5.16304440940339,-0.270276882040107,0.21583155336421,1.46610075718932,-1.72388334409041,0
1,5,0.649453299463778,-0.272113471359508,6.69332104709759,-0.270276882040107,-0.0659242940979513,-0.390210629156929,-0.193606706396208,0
2,5,0.620572880744161,-0.333626345017924,6.83564574443378,-0.270276882040107,-0.0948047128175674,-0.451723502815344,-0.0512820090600172,0
3,5,0.619649981447041,0.0328638418323544,6.84007433428489,-0.270276882040107,-0.0957276121146877,-0.0852333159650664,-0.0468534192089081,0
4,5,0.666696933968593,-0.273980891620507,6.63700621821208,-0.270276882040107,-0.0486806595931356,-0.392078049417928,-0.249921535281719,0
5,5,0.638993030388786,-0.219582617773858,6.73770213419592,-0.270276882040107,-0.0763845631729427,-0.337679775571279,-0.149225619297879,0
1,6,0.634879005897171,1.26057837065948,7.73904627481655,-0.270276882040107,-0.0804985876645582,1.14248121286206,0.852118521322753,0
2,6,0.629961453604726,1.53346050676617,7.69747428248426,-0.270276882040107,-0.085416139957003,1.41536334896875,0.810546528990464,0
3,6,0.625434233684576,1.24183822880297,7.50217111995843,-0.270276882040107,-0.0899433598771531,1.12374107100555,0.615243366464626,0
4,6,0.622024456514265,1.46129694648803,7.91262237268301,-0.270276882040107,-0.0933531370474643,1.34319978869061,1.02569461918921,0
5,6,0.654111117853731,1.65128032119124,7.78430916601854,-0.270276882040107,-0.0612664757079976,1.53318316339382,0.897381412524738,0
1,7,0.566077164505618,0.921644491370287,7.10713087056508,-0.270276882040107,-0.149300429056111,0.803547333572867,0.220203117071277,0
2,7,0.557531802971806,1.01265629514095,7.31021602169836,-0.270276882040107,-0.157845790589922,0.894559137343526,0.423288268204566,0
3,7,0.585026395300339,1.02236512359341,7.03632472629952,-0.270276882040107,-0.13035119826139,0.904267965795993,0.149396972805725,0
4,7,0.558068490166694,0.960879111954232,7.36915691981138,-0.270276882040107,-0.157309103395035,0.842781954156811,0.482229166317583,0
5,7,0.584426156759358,1.01439964103648,6.91772810890989,-0.270276882040107,-0.13095143680237,0.896302483239056,0.0308003554160932,0
1,8,0.720111192605169,0.821749435575807,8.013472577843,-0.270276882040107,0.00473359904344051,0.703652277778386,1.1265448243492,0
2,8,0.737024244199323,0.787117615663418,7.91249605244322,-0.270276882040107,0.0216466506375946,0.669020457865997,1.02556829894942,0
3,8,0.731543842280976,0.723484932530819,7.9535402391667,-0.270276882040107,0.0161662487192473,0.605387774733398,1.0666124856729,0
4,8,0.695789452748059,0.802797925139438,8.10918331536008,-0.270276882040107,-0.01958814081367,0.684700767342017,1.22225556186628,0
5,8,0.704093148313494,0.799516299844814,8.0348540044635,-0.270276882040107,-0.0112844452482349,0.681419142047393,1.1479262509697,0
1,9,0.704961665609555,-3.94386128374979,6.98031048942553,-0.270276882040107,-0.0104159279521743,-4.06195844154721,0.0933827359317299,0
2,9,0.778931715843359,-3.37739376461118,6.12271205737116,-0.270276882040107,0.0635541222816303,-3.4954909224086,-0.764215696122635,0
3,9,0.70992778747166,-3.92860811264241,6.86625943301968,-0.270276882040107,-0.00544980609006895,-4.04670527043984,-0.0206683204741198,0
4,9,0.72836933726734,-4.01031114669302,6.76622642245044,-0.270276882040107,0.0129917437056114,-4.12840830449044,-0.120701331043364,0
5,9,0.706316985635075,-3.94690922090422,6.80725412873428,-0.270276882040107,-0.00906060792665342,-4.06500637870164,-0.0796736247595158,0
1,10,0.530637202183824,0.68821380738689,6.72119591554507,-0.270276882040107,-0.184740391377905,0.570116649589469,-0.165731837948734,0
2,10,0.541390623329012,0.610984874913008,6.73973615551182,-0.270276882040107,-0.173986970232716,0.492887717115588,-0.147191597981977,0
3,10,0.554736920933403,0.599433970851253,6.70057816029444,-0.270276882040107,-0.160640672628326,0.481336813053832,-0.186349593199359,0
4,10,0.543688635718649,0.759626777203544,6.79052691189238,-0.270276882040107,-0.171688957843079,0.641529619406123,-0.0964008416014162,0
5,10,0.560482482074678,0.740792925531717,6.56522509485262,-0.270276882040107,-0.154895111487051,0.622695767734297,-0.321702658641175,0
1,11,0.683529914114062,-0.000850307281609827,6.98920400916603,-0.270276882040107,-0.0318476794476664,-0.118947465079031,0.102276255672232,0
2,11,0.676331591371188,0.108803490660158,7.03132301065248,-0.270276882040107,-0.0390460021905406,-0.00929366713726272,0.14439525715868,0
3,11,0.701182003766649,-0.209598339428447,6.95624105514533,-0.270276882040107,-0.0141955897950798,-0.327695497225868,0.0693133016515359,0
4,11,0.699766954298298,-0.181180886799331,6.94789464043614,-0.270276882040107,-0.0156106392634303,-0.299278044596752,0.0609668869423379,0
5,11,0.70296895078873,-0.179640870068828,6.85075827599703,-0.270276882040107,-0.0124086427729987,-0.297738027866248,-0.0361694774967694,0
1,12,0.717463828020177,-0.011950000234915,6.85262258026894,-0.270276882040107,0.0020862344584478,-0.130047158032336,-0.0343051732248556,0
2,12,0.714061504509763,-0.140047054554474,6.86860133142117,-0.270276882040107,-0.00131608905196567,-0.258144212351895,-0.0183264220726276,0
3,12,0.757767198887138,-0.0612537974374562,6.49648447281265,-0.270276882040107,0.0423896053254087,-0.179350955234877,-0.390443280681146,0
4,12,0.755089914629967,-0.188430854489836,6.61923319845301,-0.270276882040107,0.0397123210682383,-0.306528012287257,-0.267694555040793,0
5,12,0.740246763755352,-0.155236156990473,6.69157655695252,-0.270276882040107,0.0248691701936228,-0.273333314787894,-0.195351196541283,0
